%time,field.data
1621612869251097215,2.00776007845
1621612869252095053,2.02640167523
1621612869253058397,2.03209735199
1621612869254075948,2.02247713173
1621612869255029713,1.99602648421
1621612869256069643,1.96237371397
1621612869257068090,1.93425945564
1621612869258110861,1.91161315606
1621612869259129901,1.89160194268
1621612869260053180,1.87765552688
1621612869261046822,1.87370869027
1621612869262045408,1.8810682852
1621612869263018489,1.89647012472
1621612869264036036,1.91137148403
1621612869265010950,1.91929405412
1621612869266027069,1.91916320802
1621612869267076248,1.91143729464
1621612869268085658,1.90015189109
1621612869269061771,1.88412599802
1621612869270293042,1.86081104688
1621612869271291445,1.83402078691
1621612869272334704,1.807457718
1621612869273179959,1.78611701683
1621612869274338963,1.77675716647
1621612869275144959,1.7765904219
1621612869276090278,1.7730345662
1621612869277045619,1.76049056104
1621612869278039985,1.74352510722
1621612869279041400,1.72766602455
1621612869280026528,1.71120828513
1621612869281029690,1.68826354968
1621612869282159802,1.65704140989
1621612869283082411,1.61988344484
1621612869284026626,1.58309081913
1621612869285023303,1.5537373948
1621612869286025742,1.53246720475
1621612869287030236,1.51828017487
1621612869288017683,1.51503487916
1621612869289053182,1.52194475795
1621612869290055546,1.53332210272
1621612869291040237,1.54151497015
1621612869292105563,1.53946213206
1621612869293064808,1.52817753649
1621612869294048193,1.51490530213
1621612869295069738,1.50679037973
1621612869296058950,1.50620993505
1621612869297056620,1.51069515728
1621612869298053158,1.51395343678
1621612869299059820,1.50832586099
1621612869300050225,1.49093246974
1621612869301059018,1.46890875113
1621612869302045072,1.45399504519
1621612869303065663,1.45286300762
1621612869304100924,1.46506062671
1621612869305057422,1.49114728364
1621612869306069361,1.52904042512
1621612869307041937,1.56802782274
1621612869308025687,1.6023058273
1621612869309038537,1.63325645277
1621612869310043746,1.66540519485
1621612869311093162,1.70396449935
1621612869312067882,1.74940186622
1621612869313029858,1.79525812433
1621612869314009946,1.83554792983
1621612869315059540,1.87353906351
1621612869316030067,1.91288696975
1621612869317023301,1.95306525827
1621612869318041338,1.98968382006
1621612869319080565,2.01375718072
1621612869320057102,2.02400962617
1621612869321037181,2.03227551451
1621612869322027352,2.04490765959
1621612869323079550,2.0532871371
1621612869324135279,2.05213173687
1621612869325128411,2.04518880386
1621612869326103041,2.0345460798
1621612869327063265,2.0212234984
1621612869328060322,2.00602267527
1621612869329061255,1.98868531498
1621612869330083514,1.96981309065
1621612869331124156,1.94370382721
1621612869332089437,1.90690822912
1621612869333044518,1.8622040443
1621612869334104561,1.80846657448
1621612869336680007,1.74608077003
1621612869336734034,1.67989714288
1621612869337065218,1.61778993965
1621612869338040210,1.56525841972
1621612869339005951,1.52348320773
1621612869340037106,1.49648960272
1621612869341057012,1.48911749632
1621612869342095734,1.50200990739
1621612869343077703,1.5292347114
1621612869344047719,1.56030543311
1621612869345023820,1.59182471089
1621612869346011529,1.62604346163
1621612869347064338,1.66016525191
1621612869348054608,1.68779679731
1621612869349067864,1.70518644107
1621612869350160715,1.71341195193
1621612869351043541,1.71392705825
1621612869352011672,1.70562521335
1621612869353039501,1.68944550071
1621612869354044186,1.66726441801
1621612869355086624,1.64424520398
1621612869356042148,1.6249445283
1621612869357131836,1.60768011662
1621612869358043064,1.59241909478
1621612869359027266,1.57415762821
1621612869360051213,1.54818649305
1621612869361089010,1.5246418511
1621612869362061850,1.50991098391
1621612869363043194,1.49723831474
1621612869364049604,1.48098500211
1621612869365069593,1.46120482452
1621612869366100010,1.44803660799
